,mz,diagIonsInChian,diagIonsInRing,characteristicMass
LMST01031157_2-3_0_0_chain,490.3527,"390.2639,372.2533,354.2428,130.1226,112.1121",,"390.2639,372.2533,354.2428,130.1226,112.1121"
LMST01031157_11-12_0_0_ring,490.3527,,"459.3105,441.2999,423.2894","459.3105,441.2999,423.2894"
LMST01031157_24-25_0_0_ring,490.3527,,"459.3105,441.2999,423.2894","459.3105,441.2999,423.2894"
LMST01031158_14-15_0_0_chain,440.3887,"426.373,408.3625",,"426.373,408.3625"
LMST01031158_0-1_0_0_chain,440.3887,"426.373,408.3625",,"426.373,408.3625"
LMST01031158_12-13_0_0_ring,440.3887,,"409.3465,391.3359","409.3465,391.3359"
LMST01031159_5-6_0_0_chain,452.3159,"114.1277,368.222,350.2114",,"114.1277,368.222,350.2114"
LMST01031159_14-15_0_0_ring,452.3159,,"421.2737,403.2631","421.2737,403.2631"
LMST01031159_18-19_0_0_ring,452.3159,,"421.2737,403.2631","421.2737,403.2631"
LMST01031159_26-27_0_0_ring,452.3159,,"421.2737,403.2631","421.2737,403.2631"
LMST01031160_5-6_0_0_chain,470.3265,"114.1277,386.2326,368.222,350.2114",,"114.1277,386.2326,368.222,350.2114"
LMST01031160_14-15_0_0_ring,470.3265,,"439.2843,421.2737,403.2631","439.2843,421.2737,403.2631"
LMST01031160_18-19_0_0_ring,470.3265,,"439.2843,421.2737,403.2631","439.2843,421.2737,403.2631"
LMST01031161_16-17_0_0_ring,460.3785,,"429.3363,411.3257,393.3152","429.3363,411.3257,393.3152"
LMST01031162_0-1_0_0_chain,458.3628,"444.3472,426.3366,408.3261",,"444.3472,426.3366,408.3261"
LMST01031162_13-14_0_0_ring,458.3628,,"427.3206,409.3101,391.2995","427.3206,409.3101,391.2995"
LMST01031163_0-1_0_0_chain,502.3891,"488.3734,470.3628",,"488.3734,470.3628"
LMST01031164_0-1_0_0_chain,520.3996,"506.384,488.3734,470.3628",,"506.384,488.3734,470.3628"
LMST01031165_26-27_0_0_chain,486.3941,"402.3002,384.2897,114.1277",,"402.3002,384.2897,114.1277"
LMST01031165_9-10_0_0_ring,486.3941,,"455.3519,437.3414","455.3519,437.3414"
LMST01031166_17-18_0_0_chain,518.384,"434.2901,416.2795,398.269,114.1277",,"434.2901,416.2795,398.269,114.1277"
LMST01031166_31-32_0_0_ring,518.384,,"487.3418,469.3312,451.3207","487.3418,469.3312,451.3207"
LMST01031167_17-18_0_0_chain,552.3895,"468.2956,450.285,432.2744,114.1277",,"468.2956,450.285,432.2744,114.1277"
LMST01031168_16-17_0_0_chain,536.3945,"452.3006,434.2901,416.2795,114.1277",,"452.3006,434.2901,416.2795,114.1277"
LMST01031169_16-17_0_0_chain,520.3996,"436.3057,418.2952,400.2846,114.1277",,"436.3057,418.2952,400.2846,114.1277"
LMST01031170_17-18_0_0_chain,536.3945,"452.3006,434.2901,416.2795,114.1277",,"452.3006,434.2901,416.2795,114.1277"
LMST01031171_27-28_0_0_chain,502.3891,"418.2952,400.2846,382.274,114.1277",,"418.2952,400.2846,382.274,114.1277"
LMST01031171_9-10_0_0_ring,502.3891,,"471.3469,453.3363,435.3257","471.3469,453.3363,435.3257"
LMST01031172_16-17_0_0_chain,502.3891,"418.2952,400.2846,382.274,114.1277",,"418.2952,400.2846,382.274,114.1277"
LMST01031172_30-31_0_0_ring,502.3891,,"471.3469,453.3363,435.3257","471.3469,453.3363,435.3257"
LMST01031173_5-6_0_0_chain,541.4,"114.1277,295.242,325.2764,409.3703,457.3061",,"114.1277,295.242,325.2764,409.3703,457.3061"
LMST01031173_13-14_0_0_ring,541.4,,"377.3203,408.3625,510.3578","377.3203,408.3625,510.3578"
LMST01031173_15-16_0_0_ring,541.4,,"377.3203,408.3625,510.3578","377.3203,408.3625,510.3578"
LMST01031174_5-6_0_0_chain,456.3472,"114.1277,372.2533,354.2427",,"114.1277,372.2533,354.2427"
LMST01031174_14-15_0_0_ring,456.3472,,"425.305,407.2944","425.305,407.2944"
LMST01031174_24-25_0_0_ring,456.3472,,"425.305,407.2944","425.305,407.2944"
LMST01031175_5-6_0_0_chain,458.3628,"114.1277,374.269,356.2584",,"114.1277,374.269,356.2584"
LMST01031175_14-15_0_0_ring,458.3628,,"427.3206,409.3101","427.3206,409.3101"
LMST01031176_5-6_0_0_chain,422.3417,"114.1277,338.2478",,"114.1277,338.2478"
LMST01031176_12-13_0_0_ring,422.3417,,391.2995,391.2995
LMST01031176_14-15_0_0_ring,422.3417,,391.2995,391.2995
LMST01031176_16-17_0_0_ring,422.3417,,391.2995,391.2995
LMST01031177_2-3_0_0_chain,438.3366,"130.1226,112.1121,338.2478",,"130.1226,112.1121,338.2478"
LMST01031177_9-10_0_0_ring,438.3366,,"407.2944,389.2839","407.2944,389.2839"
LMST01031177_11-12_0_0_ring,438.3366,,"407.2944,389.2839","407.2944,389.2839"
LMST01031177_13-14_0_0_ring,438.3366,,"407.2944,389.2839","407.2944,389.2839"
LMST01031178_0-1_0_0_chain,444.3836,"430.3679,412.3574,394.3468",,"430.3679,412.3574,394.3468"
LMST01031178_13-14_0_0_ring,444.3836,,"413.3414,395.3308,377.3203","413.3414,395.3308,377.3203"
LMST01031179_11-12_0_0_chain,488.3734,"404.2795,386.269,368.2584,114.1277",,"404.2795,386.269,368.2584,114.1277"
LMST01031179_3-4_0_0_ring,488.3734,,"457.3312,439.3207,421.3101","457.3312,439.3207,421.3101"
LMST01031180_5-6_0_0_chain,474.3578,"114.1277,390.2639,372.2533,354.2428",,"114.1277,390.2639,372.2533,354.2428"
LMST01031180_13-14_0_0_ring,474.3578,,"443.3156,425.305,407.2944","443.3156,425.305,407.2944"
LMST01031181_5-6_0_0_chain,474.3578,"114.1277,390.2639,372.2533,354.2428",,"114.1277,390.2639,372.2533,354.2428"
LMST01031181_13-14_0_0_ring,474.3578,,"443.3156,425.305,407.2944","443.3156,425.305,407.2944"
LMST01031182_5-6_0_0_chain,472.3421,"114.1277,388.2482,370.2377,352.2271",,"114.1277,388.2482,370.2377,352.2271"
LMST01031182_14-15_0_0_ring,472.3421,,"441.2999,423.2894,405.2788","441.2999,423.2894,405.2788"
LMST01031183_26-27_0_0_chain,486.3578,"402.2639,384.2533,366.2428,114.1277",,"402.2639,384.2533,366.2428,114.1277"
LMST01031183_3-4_0_0_ring,486.3578,,"455.3156,437.305,419.2944","455.3156,437.305,419.2944"
LMST01031183_16-17_0_0_ring,486.3578,,"455.3156,437.305,419.2944","455.3156,437.305,419.2944"
LMST01031184_0-1_0_0_chain,474.3578,"460.3421,442.3316,424.321",,"460.3421,442.3316,424.321"
LMST01031184_2-3_0_0_chain,474.3578,"128.107,110.0964,376.2846,358.274,340.2635",,"128.107,110.0964,376.2846,358.274,340.2635"
LMST01031184_10-11_0_0_ring,474.3578,,"443.3156,425.305,407.2944","443.3156,425.305,407.2944"
LMST01031185_5-6_0_0_chain,488.337,"114.1277,404.2431,386.2326,368.222",,"114.1277,404.2431,386.2326,368.222"
LMST01031185_15-16_0_0_ring,488.337,,"457.2948,439.2843,421.2737","457.2948,439.2843,421.2737"
LMST01031186_25-26_0_0_chain,476.3734,"392.2795,374.269,356.2584,114.1277",,"392.2795,374.269,356.2584,114.1277"
LMST01031186_5-6_0_0_ring,476.3734,,"445.3312,427.3207,409.3101","445.3312,427.3207,409.3101"
LMST01031187_5-6_0_0_chain,474.3578,"114.1277,390.2639,372.2533,354.2428",,"114.1277,390.2639,372.2533,354.2428"
LMST01031187_13-14_0_0_ring,474.3578,,"443.3156,425.305,407.2944","443.3156,425.305,407.2944"
LMST01031188_15-16_0_0_ring,490.3527,,"459.3105,441.2999,423.2894","459.3105,441.2999,423.2894"
LMST01031189_15-16_0_0_ring,490.3527,,"459.3105,441.2999,423.2894","459.3105,441.2999,423.2894"
LMST01031190_5-6_0_0_chain,458.3628,"114.1277,374.269,356.2584,338.2478",,"114.1277,374.269,356.2584,338.2478"
LMST01031190_13-14_0_0_ring,458.3628,,"427.3206,409.3101,391.2995","427.3206,409.3101,391.2995"
LMST01031191_5-6_0_0_chain,438.3366,"114.1277,354.2427,336.2322",,"114.1277,354.2427,336.2322"
LMST01031191_13-14_0_0_ring,438.3366,,"407.2944,389.2839","407.2944,389.2839"
LMST01031191_15-16_0_0_ring,438.3366,,"407.2944,389.2839","407.2944,389.2839"
LMST01031191_17-18_0_0_ring,438.3366,,"407.2944,389.2839","407.2944,389.2839"
LMST01031192_5-6_0_0_chain,438.3366,"114.1277,354.2427,336.2322",,"114.1277,354.2427,336.2322"
LMST01031192_13-14_0_0_ring,438.3366,,"407.2944,389.2839","407.2944,389.2839"
LMST01031192_15-16_0_0_ring,438.3366,,"407.2944,389.2839","407.2944,389.2839"
LMST01031192_17-18_0_0_ring,438.3366,,"407.2944,389.2839","407.2944,389.2839"
LMST01031193_5-6_0_0_chain,454.3315,"114.1277,370.2376,352.2271,334.2165",,"114.1277,370.2376,352.2271,334.2165"
LMST01031193_13-14_0_0_ring,454.3315,,"423.2893,405.2788,387.2682","423.2893,405.2788,387.2682"
LMST01031193_15-16_0_0_ring,454.3315,,"423.2893,405.2788,387.2682","423.2893,405.2788,387.2682"
LMST01031193_17-18_0_0_ring,454.3315,,"423.2893,405.2788,387.2682","423.2893,405.2788,387.2682"
LMST01031194_5-6_0_0_chain,436.321,"114.1277,352.2271",,"114.1277,352.2271"
LMST01031194_13-14_0_0_ring,436.321,,405.2788,405.2788
LMST01031194_15-16_0_0_ring,436.321,,405.2788,405.2788
LMST01031194_17-18_0_0_ring,436.321,,405.2788,405.2788
LMST01031195_5-6_0_0_chain,472.3421,"114.1277,388.2482,370.2377,352.2271",,"114.1277,388.2482,370.2377,352.2271"
LMST01031195_13-14_0_0_ring,472.3421,,"441.2999,423.2894,405.2788","441.2999,423.2894,405.2788"
LMST01031196_5-6_0_0_chain,462.3941,"114.1277,378.3002,360.2897,342.2791",,"114.1277,378.3002,360.2897,342.2791"
LMST01031197_14-15_0_0_ring,474.3578,,"443.3156,425.305,407.2944","443.3156,425.305,407.2944"
LMST01031198_14-15_0_0_ring,474.3578,,"443.3156,425.305,407.2944","443.3156,425.305,407.2944"
LMST01031199_0-1_0_0_chain,510.3789,"496.3632,478.3527,460.3421",,"496.3632,478.3527,460.3421"
LMST01031200_0-1_0_0_chain,494.384,"480.3683,462.3578,444.3472",,"480.3683,462.3578,444.3472"
LMST01031201_0-1_0_0_chain,494.384,"480.3683,462.3578,444.3472",,"480.3683,462.3578,444.3472"
LMST01031202_0-1_0_0_chain,478.3891,"464.3734,446.3628,428.3523",,"464.3734,446.3628,428.3523"
LMST01031203_0-1_0_0_chain,478.3891,"464.3734,446.3628,428.3523",,"464.3734,446.3628,428.3523"
LMST01031204_2-3_0_0_chain,450.3578,"102.0913,378.3002,360.2897,342.2791",,"102.0913,378.3002,360.2897,342.2791"
LMST01031205_1-2_0_0_chain,508.3996,"144.1383,126.1277,394.2952,376.2846,358.274",,"144.1383,126.1277,394.2952,376.2846,358.274"
LMST01031206_1-2_0_0_chain,492.4047,"144.1383,126.1277,378.3002,360.2897,342.2791",,"144.1383,126.1277,378.3002,360.2897,342.2791"
LMST01031207_2-3_0_0_chain,496.3632,"116.107,410.2901,392.2795,374.269",,"116.107,410.2901,392.2795,374.269"
LMST01031208_2-3_0_0_chain,480.3683,"116.107,394.2952,376.2846,358.274",,"116.107,394.2952,376.2846,358.274"
LMST01031210_5-6_0_0_chain,460.3785,"114.1277,376.2846,358.274,340.2635",,"114.1277,376.2846,358.274,340.2635"
LMST01031210_25-26_0_0_ring,460.3785,,"429.3363,411.3257,393.3152","429.3363,411.3257,393.3152"
LMST01031211_5-6_0_0_chain,476.3734,"114.1277,392.2795,374.269,356.2584",,"114.1277,392.2795,374.269,356.2584"
LMST01031211_26-27_0_0_ring,476.3734,,"445.3312,427.3207,409.3101","445.3312,427.3207,409.3101"
LMST01031212_5-6_0_0_chain,460.3785,"114.1277,376.2846,358.274,340.2635",,"114.1277,376.2846,358.274,340.2635"
LMST01031212_18-19_0_0_ring,460.3785,,"429.3363,411.3257,393.3152","429.3363,411.3257,393.3152"
LMST01031213_5-6_0_0_chain,460.3785,"114.1277,376.2846,358.274,340.2635",,"114.1277,376.2846,358.274,340.2635"
LMST01031214_22-23_0_0_chain,472.3421,"388.2482,114.1277",,"388.2482,114.1277"
LMST01031214_6-7_0_0_ring,472.3421,,441.2999,441.2999
LMST01031215_0-1_0_0_chain,474.3578,"460.3421,442.3316,424.321",,"460.3421,442.3316,424.321"
LMST01031215_14-15_0_0_ring,474.3578,,"443.3156,425.305,407.2944","443.3156,425.305,407.2944"
LMST01031216_0-1_0_0_chain,478.3891,"464.3734,446.3628,428.3523",,"464.3734,446.3628,428.3523"
LMST01031217_8-9_0_0_chain,534.4153,"170.1903,394.2588,376.2482,358.2377",,"170.1903,394.2588,376.2482,358.2377"
LMST01031218_23-24_0_0_chain,506.4204,"170.1903,366.2639,348.2533,330.2428",,"170.1903,366.2639,348.2533,330.2428"
LMST01031219_1-2_0_0_chain,492.4047,"144.1383,126.1277,378.3002,360.2897,342.2791",,"144.1383,126.1277,378.3002,360.2897,342.2791"
LMST01031220_8-21_0_0_ring,566.4051,,"535.3629,517.3523,499.3418","535.3629,517.3523,499.3418"
LMST01031221_1-10_0_0_chain,508.3996,"368.2431,350.2326,332.222,170.1903",,"368.2431,350.2326,332.222,170.1903"
LMST01031222_11-12_0_0_ring,458.3992,,"427.357,409.3465,391.3359","427.357,409.3465,391.3359"
LMST01031222_17-18_0_0_ring,458.3992,,"427.357,409.3465,391.3359","427.357,409.3465,391.3359"
LMST01031223_0-1_0_0_chain,458.3992,"444.3836,426.373,408.3625",,"444.3836,426.373,408.3625"
LMST01031223_17-18_0_0_ring,458.3992,,"427.357,409.3465,391.3359","427.357,409.3465,391.3359"
LMST01031224_1-10_0_0_chain,458.3992,"318.2427,300.2322,282.2216,170.1903",,"318.2427,300.2322,282.2216,170.1903"
LMST01031224_17-18_0_0_ring,458.3992,,"427.357,409.3465,391.3359","427.357,409.3465,391.3359"
LMST01031225_5-6_0_0_chain,474.3578,"114.1277,390.2639,372.2533,354.2428",,"114.1277,390.2639,372.2533,354.2428"
LMST01031225_27-28_0_0_ring,474.3578,,"443.3156,425.305,407.2944","443.3156,425.305,407.2944"
LMST01031226_17-18_0_0_chain,488.4098,"404.3159,386.3053,368.2948,114.1277",,"404.3159,386.3053,368.2948,114.1277"
LMST01031226_4-5_0_0_ring,488.4098,,"457.3676,439.357,421.3465","457.3676,439.357,421.3465"
LMST01031227_5-6_0_0_chain,474.3578,"114.1277,390.2639,372.2533,354.2428",,"114.1277,390.2639,372.2533,354.2428"
LMST01031227_14-15_0_0_ring,474.3578,,"443.3156,425.305,407.2944","443.3156,425.305,407.2944"
LMST01031227_27-28_0_0_ring,474.3578,,"443.3156,425.305,407.2944","443.3156,425.305,407.2944"
LMST01031228_5-6_0_0_chain,476.3734,"114.1277,392.2795,374.269,356.2584",,"114.1277,392.2795,374.269,356.2584"
LMST01031228_11-12_0_0_ring,476.3734,,"445.3312,427.3207,409.3101","445.3312,427.3207,409.3101"
LMST01031229_2-3_0_0_chain,636.4106,"536.3218,518.3112,500.3006,130.1226,112.1121",,"536.3218,518.3112,500.3006,130.1226,112.1121"
LMST01031229_22-23_0_0_ring,636.4106,,"605.3684,587.3578,569.3473","605.3684,587.3578,569.3473"
LMST01031230_5-6_0_0_chain,622.4313,"114.1277,538.3374,520.3269,502.3163",,"114.1277,538.3374,520.3269,502.3163"
LMST01031230_13-14_0_0_ring,622.4313,,"591.3891,573.3786,555.368","591.3891,573.3786,555.368"
LMST01031231_5-6_0_0_chain,460.3785,"114.1277,376.2846,358.274,340.2635",,"114.1277,376.2846,358.274,340.2635"
LMST01031231_13-14_0_0_ring,460.3785,,"429.3363,411.3257,393.3152","429.3363,411.3257,393.3152"
LMST01031232_16-17_0_0_chain,474.3941,"390.3002,372.2897,354.2791,114.1277",,"390.3002,372.2897,354.2791,114.1277"
LMST01031232_3-4_0_0_ring,474.3941,,"443.3519,425.3414,407.3308","443.3519,425.3414,407.3308"
LMST01031233_5-6_0_0_chain,474.3578,"114.1277,390.2639,372.2533,354.2428",,"114.1277,390.2639,372.2533,354.2428"
LMST01031233_13-14_0_0_ring,474.3578,,"443.3156,425.305,407.2944","443.3156,425.305,407.2944"
LMST01031234_5-6_0_0_chain,476.3734,"114.1277,392.2795,374.269,356.2584",,"114.1277,392.2795,374.269,356.2584"
LMST01031234_13-14_0_0_ring,476.3734,,"445.3312,427.3207,409.3101","445.3312,427.3207,409.3101"
LMST01031235_5-6_0_0_chain,442.3679,"114.1277,358.274,340.2635",,"114.1277,358.274,340.2635"
LMST01031235_13-14_0_0_ring,442.3679,,"411.3257,393.3152","411.3257,393.3152"
LMST01031236_13-14_0_0_ring,524.3582,,"493.316,475.3054,457.2948","493.316,475.3054,457.2948"
LMST01031237_0-1_0_0_chain,442.3679,"428.3523,410.3417",,"428.3523,410.3417"
LMST01031237_12-13_0_0_ring,442.3679,,"411.3257,393.3152","411.3257,393.3152"
LMST01031238_0-1_0_0_chain,518.384,"504.3683,486.3578",,"504.3683,486.3578"
LMST01031238_14-15_0_0_ring,518.384,,"487.3418,469.3312","487.3418,469.3312"
LMST01031239_0-1_0_0_chain,486.3941,"472.3785,454.3679",,"472.3785,454.3679"
LMST01031239_23-24_0_0_ring,486.3941,,"455.3519,437.3414","455.3519,437.3414"
LMST01031240_0-1_0_0_chain,442.4043,"428.3887,410.3781",,"428.3887,410.3781"
LMST01031240_2-3_0_0_chain,442.4043,"112.1121,360.3261,342.3155",,"112.1121,360.3261,342.3155"
LMST01031241_1-10_0_0_chain,458.3992,"318.2427,300.2322,282.2216,170.1903",,"318.2427,300.2322,282.2216,170.1903"
LMST01031241_17-18_0_0_ring,458.3992,,"427.357,409.3465,391.3359","427.357,409.3465,391.3359"
LMST01031242_3-4_0_0_ring,460.4149,,"429.3727,411.3621","429.3727,411.3621"
LMST01031243_17-18_0_0_ring,444.3836,,"413.3414,395.3308","413.3414,395.3308"
LMST01031244_0-1_0_0_chain,442.3679,"428.3523,410.3417",,"428.3523,410.3417"
LMST01031244_14-15_0_0_ring,442.3679,,"411.3257,393.3152","411.3257,393.3152"
LMST01031245_0-1_0_0_chain,504.4047,"490.3891,472.3785,454.3679",,"490.3891,472.3785,454.3679"
LMST01031246_0-1_0_0_chain,460.4149,"446.3992,428.3887,410.3781",,"446.3992,428.3887,410.3781"
LMST01031247_5-6_0_0_chain,460.4149,"114.1277,376.321,358.3104,340.2999",,"114.1277,376.321,358.3104,340.2999"
LMST01031248_0-1_0_0_chain,458.3992,"444.3836,426.373,408.3625",,"444.3836,426.373,408.3625"
LMST01031248_2-3_0_0_chain,458.3992,"112.1121,376.321,358.3104,340.2999",,"112.1121,376.321,358.3104,340.2999"
LMST01031249_5-6_0_0_chain,476.4098,"114.1277,392.3159,374.3053,356.2948",,"114.1277,392.3159,374.3053,356.2948"
LMST01031250_0-1_0_0_chain,534.4153,"520.3996,502.3891,484.3785",,"520.3996,502.3891,484.3785"
LMST01031251_1-2_0_0_chain,490.4254,"128.1434,392.3159,374.3053,356.2948",,"128.1434,392.3159,374.3053,356.2948"
LMST01031252_5-6_0_0_chain,492.4047,"114.1277,408.3108,390.3002,372.2897",,"114.1277,408.3108,390.3002,372.2897"
LMST01031253_0-1_0_0_chain,532.3996,"518.384,500.3734,482.3628",,"518.384,500.3734,482.3628"
LMST01031253_2-3_0_0_chain,532.3996,"112.1121,450.3214,432.3108,414.3003",,"112.1121,450.3214,432.3108,414.3003"
LMST01031254_0-1_0_0_chain,490.3891,"476.3734,458.3628,440.3523",,"476.3734,458.3628,440.3523"
LMST01031254_2-3_0_0_chain,490.3891,"112.1121,408.3108,390.3002,372.2897",,"112.1121,408.3108,390.3002,372.2897"
LMST01031255_16-17_0_0_ring,566.4051,,"535.3629,517.3523,499.3418","535.3629,517.3523,499.3418"
LMST01031257_12-14_0_0_chain,566.4051,"368.2431,350.2326,332.222,228.1958",,"368.2431,350.2326,332.222,228.1958"
LMST01031258_0-1_0_0_chain,478.3891,"464.3734,446.3628,428.3523",,"464.3734,446.3628,428.3523"
LMST01031259_0-1_0_0_chain,476.3734,"462.3578,444.3472,426.3366",,"462.3578,444.3472,426.3366"
LMST01031259_18-19_0_0_ring,476.3734,,"445.3312,427.3207,409.3101","445.3312,427.3207,409.3101"
LMST01031260_0-1_0_0_chain,502.3891,"488.3734,470.3628,452.3523",,"488.3734,470.3628,452.3523"
LMST01031260_18-19_0_0_ring,502.3891,,"471.3469,453.3363,435.3257","471.3469,453.3363,435.3257"
LMST01031261_0-1_0_0_chain,460.3785,"446.3628,428.3523,410.3417",,"446.3628,428.3523,410.3417"
LMST01031261_18-19_0_0_ring,460.3785,,"429.3363,411.3257,393.3152","429.3363,411.3257,393.3152"
LMST01031262_0-1_0_0_chain,502.3891,"488.3734,470.3628,452.3523",,"488.3734,470.3628,452.3523"
LMST01031262_12-13_0_0_ring,502.3891,,"471.3469,453.3363,435.3257","471.3469,453.3363,435.3257"
LMST01031264_0-1_0_0_chain,442.3679,"428.3523,410.3417",,"428.3523,410.3417"
LMST01031264_17-18_0_0_ring,442.3679,,"411.3257,393.3152","411.3257,393.3152"
LMST01031265_5-6_0_0_chain,442.3679,"114.1277,358.274,340.2635",,"114.1277,358.274,340.2635"
LMST01031265_20-21_0_0_ring,442.3679,,"411.3257,393.3152","411.3257,393.3152"
LMST01031266_0-1_0_0_chain,430.3679,"416.3523,398.3417,380.3312",,"416.3523,398.3417,380.3312"
LMST01031266_12-13_0_0_ring,430.3679,,"399.3257,381.3152,363.3046","399.3257,381.3152,363.3046"
LMST01031267_0-1_0_0_chain,412.3574,"398.3417,380.3312",,"398.3417,380.3312"
LMST01031267_12-13_0_0_ring,412.3574,,"381.3152,363.3046","381.3152,363.3046"
LMST01031267_18-19_0_0_ring,412.3574,,"381.3152,363.3046","381.3152,363.3046"
LMST01031268_5-6_0_0_chain,458.3628,"114.1277,374.269,356.2584,338.2478",,"114.1277,374.269,356.2584,338.2478"
LMST01031268_13-14_0_0_ring,458.3628,,"427.3206,409.3101,391.2995","427.3206,409.3101,391.2995"
LMST01031269_6-7_0_0_chain,476.3734,"130.1226,112.1121,376.2846,358.274,340.2635",,"130.1226,112.1121,376.2846,358.274,340.2635"
LMST01031269_14-15_0_0_ring,476.3734,,"445.3312,427.3207,409.3101","445.3312,427.3207,409.3101"
LMST01031270_2-3_0_0_chain,492.3683,"392.2795,374.269,356.2584,130.1226,112.1121",,"392.2795,374.269,356.2584,130.1226,112.1121"
LMST01031270_10-11_0_0_ring,492.3683,,"461.3261,443.3156,425.305","461.3261,443.3156,425.305"
LMST01031271_21-22_0_0_ring,516.4047,,"485.3625,467.3519","485.3625,467.3519"
LMST01031272_0-1_0_0_chain,456.3472,"442.3316,424.321",,"442.3316,424.321"
LMST01031272_2-3_0_0_chain,456.3472,"112.1121,374.269,356.2584",,"112.1121,374.269,356.2584"
LMST01031272_11-12_0_0_ring,456.3472,,"425.305,407.2944","425.305,407.2944"
LMST01031273_0-1_0_0_chain,458.3628,"444.3472,426.3366",,"444.3472,426.3366"
LMST01031273_11-12_0_0_ring,458.3628,,"427.3206,409.3101","427.3206,409.3101"
LMST01031274_5-6_0_0_chain,458.3628,"114.1277,374.269,356.2584",,"114.1277,374.269,356.2584"
LMST01031274_14-15_0_0_ring,458.3628,,"427.3206,409.3101","427.3206,409.3101"
LMST01031275_0-1_0_0_chain,474.3941,"460.3785,442.3679",,"460.3785,442.3679"
LMST01031275_18-19_0_0_ring,474.3941,,"443.3519,425.3414","443.3519,425.3414"
LMST01031276_12-13_0_0_ring,474.3941,,"443.3519,425.3414","443.3519,425.3414"
LMST01031276_18-19_0_0_ring,474.3941,,"443.3519,425.3414","443.3519,425.3414"
LMST01031277_5-6_0_0_chain,426.373,"114.1277,342.2791,324.2686",,"114.1277,342.2791,324.2686"
LMST01031277_13-14_0_0_ring,426.373,,"395.3308,377.3203","395.3308,377.3203"
LMST01031277_24-25_0_0_ring,426.373,,"395.3308,377.3203","395.3308,377.3203"
LMST01031278_13-14_0_0_ring,478.3891,,"447.3469,429.3363,411.3257","447.3469,429.3363,411.3257"
LMST01031279_13-14_0_0_ring,476.3734,,"445.3312,427.3207,409.3101","445.3312,427.3207,409.3101"
LMST01031280_5-6_0_0_chain,486.3214,"114.1277,402.2275,384.2169,366.2064",,"114.1277,402.2275,384.2169,366.2064"
LMST01031280_14-15_0_0_ring,486.3214,,"455.2792,437.2686,419.2581","455.2792,437.2686,419.2581"
LMST01031281_5-6_0_0_chain,486.3214,"114.1277,402.2275,384.2169,366.2064",,"114.1277,402.2275,384.2169,366.2064"
LMST01031281_14-15_0_0_ring,486.3214,,"455.2792,437.2686,419.2581","455.2792,437.2686,419.2581"
LMST01031282_0-1_0_0_chain,440.3523,"426.3366,408.3261",,"426.3366,408.3261"
