LMID,SMILES
LMST01020125_12-13_0_-1_ring,C=C(CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@H]4[NH2+][C@@]45C[C@@H](OC(=O)CCCCCC#C/C=C/CCCCC#C/C=C/Br)CC[C@]5(C)[C@H]3CC[C@]12C)C(CC)CC
LMST01020125_0-1_1_-1_chain,CCC(CC)[C@@]1(CC[C@@H](C)[C@H]2CC[C@H]3[C@@H]4CC=C5C[C@@H](OC(=O)CCCCCC#C/C=C/CCCCC#C/C=C/Br)CC[C@]5(C)[C@H]4CC[C@]23C)C[NH2+]1
LMST01020125_26-27_1_-1_chain,C=C(CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OC(=O)CCCCCC#C[C@@H]5[NH2+][C@H]5CCCCC#C/C=C/Br)CC[C@]4(C)[C@H]3CC[C@]12C)C(CC)CC
LMST01020125_34-35_1_-1_chain,C=C(CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OC(=O)CCCCCC#C/C=C/CCCCC#C[C@@H]5[NH2+][C@H]5Br)CC[C@]4(C)[C@H]3CC[C@]12C)C(CC)CC
LMST01020125_12-13_1_-1_ring,C=C(CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@@H]4[NH2+][C@]45C[C@@H](OC(=O)CCCCCC#C/C=C/CCCCC#C/C=C/Br)CC[C@]5(C)[C@H]3CC[C@]12C)C(CC)CC
LMST01030093_5-6_0_-1_chain,CC(C)[C@@H](C)[C@H]1[NH2+][C@@H]1[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
LMST01030093_13-14_0_-1_ring,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@]23[NH2+][C@@H]3C=C2C[C@@H](O)CC[C@@]21C
LMST01030093_15-16_0_-1_ring,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=C[C@H]4[NH2+][C@@]45C[C@@H](O)CC[C@]5(C)[C@H]3CC[C@]12C
LMST01030093_5-6_1_-1_chain,CC(C)[C@@H](C)[C@@H]1[NH2+][C@H]1[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
LMST01030093_13-14_1_-1_ring,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@@]23[NH2+][C@H]3C=C2C[C@@H](O)CC[C@@]21C
LMST01030093_15-16_1_-1_ring,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=C[C@@H]4[NH2+][C@]45C[C@@H](O)CC[C@]5(C)[C@H]3CC[C@]12C
LMST01030094_5-6_0_-1_chain,CC(C)[C@@H](C)[C@H]1[NH2+][C@@H]1[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
LMST01030094_13-14_0_-1_ring,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@@H]2[C@]1(C)CC[C@@H]1[C@@]3(C)CC[C@H](O)C[C@@H]3C[C@H]3[NH2+][C@@]123
LMST01030094_5-6_1_-1_chain,CC(C)[C@@H](C)[C@@H]1[NH2+][C@H]1[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
LMST01030094_13-14_1_-1_ring,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@@H]2[C@]1(C)CC[C@@H]1[C@@]3(C)CC[C@H](O)C[C@@H]3C[C@@H]3[NH2+][C@]312
LMST01030095_0-1_0_-1_chain,CC(C)[C@]1(CC[C@@H](C)[C@H]2CC[C@H]3C4=C(CC[C@]23C)[C@@]2(C)CC[C@H](O)C[C@@H]2CC4)C[NH2+]1
LMST01030095_10-11_0_-1_ring,C=C(CC[C@@H](C)[C@H]1CC[C@@H]2[C@]1(C)CC[C@]13[NH2+][C@@]21CC[C@H]1C[C@@H](O)CC[C@@]13C)C(C)C
LMST01030095_0-1_1_-1_chain,CC(C)[C@@]1(CC[C@@H](C)[C@H]2CC[C@H]3C4=C(CC[C@]23C)[C@@]2(C)CC[C@H](O)C[C@@H]2CC4)C[NH2+]1
LMST01030095_10-11_1_-1_ring,C=C(CC[C@@H](C)[C@H]1CC[C@@H]2[C@]1(C)CC[C@@]13[NH2+][C@]21CC[C@H]1C[C@@H](O)CC[C@@]13C)C(C)C
LMST01030096_15-16_0_-1_ring,CC(C)[C@@H](C)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@H]4[NH2+][C@@]45C[C@@H](O)CC[C@]5(C)[C@H]3CC[C@]12C
LMST01030096_15-16_1_-1_ring,CC(C)[C@@H](C)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@@H]4[NH2+][C@]45C[C@@H](O)CC[C@]5(C)[C@H]3CC[C@]12C
LMST01030097_15-16_0_-1_ring,CC(C)[C@H](C)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@H]4[NH2+][C@@]45C[C@@H](O)CC[C@]5(C)[C@H]3CC[C@]12C
LMST01030097_15-16_1_-1_ring,CC(C)[C@H](C)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@@H]4[NH2+][C@]45C[C@@H](O)CC[C@]5(C)[C@H]3CC[C@]12C
LMST01030098_5-6_0_-1_chain,CC(C)[C@@H](C)[C@H]1[NH2+][C@@H]1[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
LMST01030098_15-16_0_-1_ring,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@H]4[NH2+][C@@]45C[C@@H](O)CC[C@]5(C)[C@H]3CC[C@]12C
LMST01030098_5-6_1_-1_chain,CC(C)[C@@H](C)[C@@H]1[NH2+][C@H]1[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
LMST01030098_15-16_1_-1_ring,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@@H]4[NH2+][C@]45C[C@@H](O)CC[C@]5(C)[C@H]3CC[C@]12C
LMST01030099_0-1_0_-1_chain,CC(C)[C@]1(CC[C@@H](C)[C@H]2CC[C@H]3[C@@H]4CC=C5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]23C)C[NH2+]1
LMST01030099_12-13_0_-1_ring,C=C(CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@H]4[NH2+][C@@]45C[C@@H](O)CC[C@]5(C)[C@H]3CC[C@]12C)C(C)C
LMST01030099_0-1_1_-1_chain,CC(C)[C@@]1(CC[C@@H](C)[C@H]2CC[C@H]3[C@@H]4CC=C5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]23C)C[NH2+]1
LMST01030099_12-13_1_-1_ring,C=C(CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@@H]4[NH2+][C@]45C[C@@H](O)CC[C@]5(C)[C@H]3CC[C@]12C)C(C)C
LMST01030100_0-1_0_-1_chain,CC(C)[C@]1(CC[C@@H](C)[C@H]2CC[C@H]3C4=CC[C@H]5[C@H](C)[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]23C)C[NH2+]1
LMST01030100_10-11_0_-1_ring,C=C(CC[C@@H](C)[C@H]1CC[C@@H]2[C@]1(C)CC[C@@H]1[C@@]3(C)CC[C@H](O)[C@@H](C)[C@@H]3C[C@H]3[NH2+][C@]213)C(C)C
LMST01030100_0-1_1_-1_chain,CC(C)[C@@]1(CC[C@@H](C)[C@H]2CC[C@H]3C4=CC[C@H]5[C@H](C)[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]23C)C[NH2+]1
LMST01030100_10-11_1_-1_ring,C=C(CC[C@@H](C)[C@H]1CC[C@@H]2[C@]1(C)CC[C@@H]1[C@@]3(C)CC[C@H](O)[C@@H](C)[C@@H]3C[C@@H]3[NH2+][C@@]321)C(C)C
LMST01030101_0-1_0_-1_chain,CC(C)[C@]1(CC[C@@H](C)[C@H]2CC[C@@]3(C)C4=C(CC[C@]23C)[C@@]2(C)CC[C@H](O)[C@@H](C)[C@@H]2CC4)C[NH2+]1
LMST01030101_11-12_0_-1_ring,C=C(CC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@]34CC[C@H]5[C@H](C)[C@@H](O)CC[C@]5(C)[C@@]3(CC[C@]12C)[NH2+]4)C(C)C
LMST01030101_0-1_1_-1_chain,CC(C)[C@@]1(CC[C@@H](C)[C@H]2CC[C@@]3(C)C4=C(CC[C@]23C)[C@@]2(C)CC[C@H](O)[C@@H](C)[C@@H]2CC4)C[NH2+]1
LMST01030101_11-12_1_-1_ring,C=C(CC[C@@H](C)[C@H]1CC[C@@]2(C)[C@]34CC[C@H]5[C@H](C)[C@@H](O)CC[C@]5(C)[C@]3(CC[C@]12C)[NH2+]4)C(C)C
LMST01030104_0-1_0_-1_chain,C[C@H](CC[C@@]1(C(C)(C)C)C[NH2+]1)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
LMST01030104_12-13_0_-1_ring,C=C(CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@H]4[NH2+][C@@]45C[C@@H](O)CC[C@]5(C)[C@H]3CC[C@]12C)C(C)(C)C
LMST01030104_0-1_1_-1_chain,C[C@H](CC[C@]1(C(C)(C)C)C[NH2+]1)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
LMST01030104_12-13_1_-1_ring,C=C(CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@@H]4[NH2+][C@]45C[C@@H](O)CC[C@]5(C)[C@H]3CC[C@]12C)C(C)(C)C
LMST01030105_13-14_0_-1_ring,CC(C)[C@@H](C)CC[C@@H](C)[C@H]1CC[C@@H]2[C@]1(C)CC[C@@H]1[C@@]3(C)CC[C@H](O)C[C@@H]3C[C@H]3[NH2+][C@@]123
LMST01030105_13-14_1_-1_ring,CC(C)[C@@H](C)CC[C@@H](C)[C@H]1CC[C@@H]2[C@]1(C)CC[C@@H]1[C@@]3(C)CC[C@H](O)C[C@@H]3C[C@@H]3[NH2+][C@]312
LMST01030106_0-1_0_-1_chain,CC(C)[C@]1(CC[C@@H](C)[C@H]2CC[C@@]3(C)[C@@H]4CC[C@H]5[C@H](C)[C@@H](O)CC[C@]5(C)C4=CC[C@]23C)C[NH2+]1
LMST01030106_23-24_0_-1_ring,C=C(CC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4[C@H](C)[C@@H](O)CC[C@]4(C)[C@@]34[NH2+][C@@H]4C[C@]12C)C(C)C
LMST01030106_0-1_1_-1_chain,CC(C)[C@@]1(CC[C@@H](C)[C@H]2CC[C@@]3(C)[C@@H]4CC[C@H]5[C@H](C)[C@@H](O)CC[C@]5(C)C4=CC[C@]23C)C[NH2+]1
LMST01030106_23-24_1_-1_ring,C=C(CC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4[C@H](C)[C@@H](O)CC[C@]4(C)[C@]34[NH2+][C@H]4C[C@]12C)C(C)C
LMST01030107_0-1_0_-1_chain,CC(C)[C@]1(CC[C@@H](C)[C@H]2CC[C@@]3(C)C4=CC[C@H]5[C@H](C)[C@@H](O)CC[C@]5(C)C4=CC[C@]23C)C[NH2+]1
LMST01030107_11-12_0_-1_ring,C=C(CC[C@@H](C)[C@H]1CC[C@@]2(C)[C@]34[NH2+][C@@H]3C[C@H]3[C@H](C)[C@@H](O)CC[C@]3(C)C4=CC[C@]12C)C(C)C
LMST01030107_23-24_0_-1_ring,C=C(CC[C@@H](C)[C@H]1CC[C@@]2(C)C3=CC[C@H]4[C@H](C)[C@@H](O)CC[C@]4(C)[C@@]34[NH2+][C@@H]4C[C@]12C)C(C)C
LMST01030107_0-1_1_-1_chain,CC(C)[C@@]1(CC[C@@H](C)[C@H]2CC[C@@]3(C)C4=CC[C@H]5[C@H](C)[C@@H](O)CC[C@]5(C)C4=CC[C@]23C)C[NH2+]1
LMST01030107_11-12_1_-1_ring,C=C(CC[C@@H](C)[C@H]1CC[C@]2(C)[C@]1(C)CC=C1[C@@]3(C)CC[C@H](O)[C@@H](C)[C@@H]3C[C@@H]3[NH2+][C@@]132)C(C)C
LMST01030107_23-24_1_-1_ring,C=C(CC[C@@H](C)[C@H]1CC[C@@]2(C)C3=CC[C@H]4[C@H](C)[C@@H](O)CC[C@]4(C)[C@]34[NH2+][C@H]4C[C@]12C)C(C)C
LMST01030108_3-4_0_-1_chain,CC[C@@H](C(C)C)[C@H]1[NH2+][C@@H]1[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
LMST01030108_3-4_1_-1_chain,CC[C@@H](C(C)C)[C@@H]1[NH2+][C@H]1[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
LMST01030109_1-2_0_-1_chain,CC(C)[C@@]1(C)[NH2+][C@@H]1C[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
LMST01030109_12-13_0_-1_ring,C/C(=C\C[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@H]4[NH2+][C@@]45C[C@@H](O)CC[C@]5(C)[C@H]3CC[C@]12C)C(C)C
LMST01030109_1-2_1_-1_chain,CC(C)[C@]1(C)[NH2+][C@H]1C[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
LMST01030109_12-13_1_-1_ring,C/C(=C\C[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@@H]4[NH2+][C@]45C[C@@H](O)CC[C@]5(C)[C@H]3CC[C@]12C)C(C)C
LMST01030110_1-3_0_-1_chain,C[C@H](CC[C@@]1(C)[NH2+]C1(C)C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
LMST01030110_15-16_0_-1_ring,CC(C)=C(C)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@H]4[NH2+][C@@]45C[C@@H](O)CC[C@]5(C)[C@H]3CC[C@]12C
LMST01030110_1-3_1_-1_chain,C[C@H](CC[C@]1(C)[NH2+]C1(C)C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
LMST01030110_15-16_1_-1_ring,CC(C)=C(C)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@@H]4[NH2+][C@]45C[C@@H](O)CC[C@]5(C)[C@H]3CC[C@]12C
LMST01030111_0-1_0_-1_chain,C[C@H](CC[C@@H](C)[C@]1(C)C[NH2+]1)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
LMST01030111_15-16_0_-1_ring,C=C(C)[C@H](C)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@H]4[NH2+][C@@]45C[C@@H](O)CC[C@]5(C)[C@H]3CC[C@]12C
LMST01030111_0-1_1_-1_chain,C[C@H](CC[C@@H](C)[C@@]1(C)C[NH2+]1)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
LMST01030111_15-16_1_-1_ring,C=C(C)[C@H](C)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@@H]4[NH2+][C@]45C[C@@H](O)CC[C@]5(C)[C@H]3CC[C@]12C
LMST01030112_0-1_0_-1_chain,C[C@H](CC[C@@]1(C(C)(C)C)C[NH2+]1)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
LMST01030112_10-11_0_-1_ring,C=C(CC[C@@H](C)[C@H]1CC[C@@H]2[C@]1(C)CC[C@@H]1[C@@]3(C)CC[C@H](O)C[C@@H]3C[C@H]3[NH2+][C@@]123)C(C)(C)C
LMST01030112_0-1_1_-1_chain,C[C@H](CC[C@]1(C(C)(C)C)C[NH2+]1)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
LMST01030112_10-11_1_-1_ring,C=C(CC[C@@H](C)[C@H]1CC[C@@H]2[C@]1(C)CC[C@@H]1[C@@]3(C)CC[C@H](O)C[C@@H]3C[C@@H]3[NH2+][C@]312)C(C)(C)C
LMST01030113_12-13_0_-1_ring,CC(C)[C@@H](C)CC[C@@H](C)[C@H]1CC[C@]23[NH2+][C@@]24CC[C@H]2C[C@@H](O)CC[C@]2(C)[C@H]4CC[C@]13C
LMST01030113_12-13_1_-1_ring,CC(C)[C@@H](C)CC[C@@H](C)[C@H]1CC[C@@]23[NH2+][C@]24CC[C@H]2C[C@@H](O)CC[C@]2(C)[C@H]4CC[C@]13C
LMST01030114_5-6_0_-1_chain,CC(C)[C@H](C)[C@H]1[NH2+][C@@H]1[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
LMST01030114_15-16_0_-1_ring,CC(C)[C@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@H]4[NH2+][C@@]45C[C@@H](O)CC[C@]5(C)[C@H]3CC[C@]12C
LMST01030114_5-6_1_-1_chain,CC(C)[C@H](C)[C@@H]1[NH2+][C@H]1[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
LMST01030114_15-16_1_-1_ring,CC(C)[C@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@@H]4[NH2+][C@]45C[C@@H](O)CC[C@]5(C)[C@H]3CC[C@]12C
LMST01030115_0-1_0_-1_chain,CC(C)[C@]1(CC[C@@H](C)[C@H]2CC[C@H]3C4=CC[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]23C)C[NH2+]1
LMST01030115_10-11_0_-1_ring,C=C(CC[C@@H](C)[C@H]1CC[C@@H]2[C@]1(C)CC[C@@H]1[C@@]3(C)CC[C@H](O)C[C@@H]3C[C@H]3[NH2+][C@@]123)C(C)C
LMST01030115_0-1_1_-1_chain,CC(C)[C@@]1(CC[C@@H](C)[C@H]2CC[C@H]3C4=CC[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]23C)C[NH2+]1
LMST01030115_10-11_1_-1_ring,C=C(CC[C@@H](C)[C@H]1CC[C@@H]2[C@]1(C)CC[C@@H]1[C@@]3(C)CC[C@H](O)C[C@@H]3C[C@@H]3[NH2+][C@]312)C(C)C
LMST01030116_0-1_0_-1_chain,CC(C)[C@]1(CC[C@@H](C)[C@H]2CC[C@H]3[C@@H]4CC[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]23C)C[NH2+]1
LMST01030116_0-1_1_-1_chain,CC(C)[C@@]1(CC[C@@H](C)[C@H]2CC[C@H]3[C@@H]4CC[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]23C)C[NH2+]1
LMST01030117_5-6_0_-1_chain,CC(C)[C@H](C)[C@H]1[NH2+][C@@H]1[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
LMST01030117_13-14_0_-1_ring,CC(C)[C@H](C)/C=C/[C@@H](C)[C@H]1CC[C@@H]2[C@]1(C)CC[C@@H]1[C@@]3(C)CC[C@H](O)C[C@@H]3C[C@H]3[NH2+][C@@]123
LMST01030117_5-6_1_-1_chain,CC(C)[C@H](C)[C@@H]1[NH2+][C@H]1[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
LMST01030117_13-14_1_-1_ring,CC(C)[C@H](C)/C=C/[C@@H](C)[C@H]1CC[C@@H]2[C@]1(C)CC[C@@H]1[C@@]3(C)CC[C@H](O)C[C@@H]3C[C@@H]3[NH2+][C@]312
LMST01030118_12-13_0_-1_ring,CC(C)[C@H](C)CC[C@@H](C)[C@H]1CC[C@]23[NH2+][C@@]24CC[C@H]2C[C@@H](O)CC[C@]2(C)[C@H]4CC[C@]13C
LMST01030118_12-13_1_-1_ring,CC(C)[C@H](C)CC[C@@H](C)[C@H]1CC[C@@]23[NH2+][C@]24CC[C@H]2C[C@@H](O)CC[C@]2(C)[C@H]4CC[C@]13C
LMST01030119_13-14_0_-1_ring,CC(C)[C@H](C)CC[C@@H](C)[C@H]1CC[C@@H]2[C@]1(C)CC[C@@H]1[C@@]3(C)CC[C@H](O)C[C@@H]3C[C@H]3[NH2+][C@@]123
LMST01030119_13-14_1_-1_ring,CC(C)[C@H](C)CC[C@@H](C)[C@H]1CC[C@@H]2[C@]1(C)CC[C@@H]1[C@@]3(C)CC[C@H](O)C[C@@H]3C[C@@H]3[NH2+][C@]312
LMST01030122_16-17_0_-1_ring,CC(C)[C@H](C)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@]45[NH2+][C@@H]4C(=O)CC[C@]5(C)[C@H]3CC[C@]12C
LMST01030122_16-17_1_-1_ring,CC(C)[C@H](C)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@]45[NH2+][C@H]4C(=O)CC[C@]5(C)[C@H]3CC[C@]12C
LMST01030135_0-1_0_-1_chain,CC(C)[C@]1(CC[C@@H](C)[C@H]2CC[C@H]3C4=CC=C5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]23C)C[NH2+]1
LMST01030135_10-11_0_-1_ring,C=C(CC[C@@H](C)[C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@]23[NH2+][C@@H]3C=C2C[C@@H](O)CC[C@@]21C)C(C)C
LMST01030135_12-13_0_-1_ring,C=C(CC[C@@H](C)[C@H]1CC[C@H]2C3=C[C@H]4[NH2+][C@@]45C[C@@H](O)CC[C@]5(C)[C@H]3CC[C@]12C)C(C)C
LMST01030135_0-1_1_-1_chain,CC(C)[C@@]1(CC[C@@H](C)[C@H]2CC[C@H]3C4=CC=C5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]23C)C[NH2+]1
LMST01030135_10-11_1_-1_ring,C=C(CC[C@@H](C)[C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@@]23[NH2+][C@H]3C=C2C[C@@H](O)CC[C@@]21C)C(C)C
LMST01030135_12-13_1_-1_ring,C=C(CC[C@@H](C)[C@H]1CC[C@H]2C3=C[C@@H]4[NH2+][C@]45C[C@@H](O)CC[C@]5(C)[C@H]3CC[C@]12C)C(C)C
LMST01030137_4-5_0_-1_chain,CCC(C)[C@H]1[NH2+][C@@H]1C(C)[C@H]1CCC2=C3CC[C@H]4[C@H](C)[C@@H](O)CC[C@]4(C)C3CC[C@@]21C
LMST01030137_11-12_0_-1_ring,CCC(C)/C=C/C(C)[C@H]1CC[C@]23[NH2+][C@@]24CC[C@H]2[C@H](C)[C@@H](O)CC[C@]2(C)C4CC[C@]13C
LMST01030137_4-5_1_-1_chain,CCC(C)[C@@H]1[NH2+][C@H]1C(C)[C@H]1CCC2=C3CC[C@H]4[C@H](C)[C@@H](O)CC[C@]4(C)C3CC[C@@]21C
LMST01030137_11-12_1_-1_ring,CCC(C)/C=C/C(C)[C@H]1CC[C@@]23[NH2+][C@]24CC[C@H]2[C@H](C)[C@@H](O)CC[C@]2(C)C4CC[C@]13C
LMST01030138_16-17_0_-1_ring,CC(C)C(C)C1CC1[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@H]4[NH2+][C@@]45C[C@@H](O)CC[C@]5(C)[C@H]3CC[C@]12C
LMST01030138_16-17_1_-1_ring,CC(C)C(C)C1CC1[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@@H]4[NH2+][C@]45C[C@@H](O)CC[C@]5(C)[C@H]3CC[C@]12C
LMST01030139_0-1_0_-1_chain,CC(CC[C@@]1(C(C)C)C[NH2+]1)[C@H]1CCC2C3CCC4C(C)[C@@H](O)CC[C@]4(C)C3CC[C@@]21C
LMST01030139_0-1_1_-1_chain,CC(CC[C@]1(C(C)C)C[NH2+]1)[C@H]1CCC2C3CCC4C(C)[C@@H](O)CC[C@]4(C)C3CC[C@@]21C
LMST01030140_14-15_0_-1_ring,CC(C)CCCC(C)[C@H]1CCC2C3C[C@H]4[NH2+][C@@]45C(C)(C)[C@@H](O)CC[C@]5(C)C3CC[C@@]21C
LMST01030140_14-15_1_-1_ring,CC(C)CCCC(C)[C@H]1CCC2C3C[C@@H]4[NH2+][C@]45C(C)(C)[C@@H](O)CC[C@]5(C)C3CC[C@@]21C
LMST01030142_1-10_0_-1_chain,CC(C)C(C)C(C)C[C@]1(C)[NH2+][C@@]12CCC1C3CC[C@H]4[C@H](C)[C@@H](O)CC[C@]4(C)C3CC[C@@]12C
LMST01030142_1-10_1_-1_chain,CC(C)C(C)C(C)C[C@@]1(C)[NH2+][C@]12CCC1C3CC[C@H]4[C@H](C)[C@@H](O)CC[C@]4(C)C3CC[C@@]12C
LMST01030143_5-6_0_-1_chain,CC(C)[C@H](C)[C@H]1[NH2+][C@@H]1C(C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4[C@@](C)(O)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
LMST01030143_5-6_1_-1_chain,CC(C)[C@H](C)[C@@H]1[NH2+][C@H]1C(C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4[C@@](C)(O)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
LMST01030144_0-1_0_-1_chain,CC(CC(C)[C@]1(C(C)C)C[NH2+]1)[C@H]1CCC2C3CC=C4C[C@@H](O)CC[C@]4(C)C3CC[C@@]21C
LMST01030144_16-17_0_-1_ring,C=C(C(C)C)C(C)CC(C)[C@H]1CCC2C3C[C@H]4[NH2+][C@@]45C[C@@H](O)CC[C@]5(C)C3CC[C@@]21C
LMST01030144_0-1_1_-1_chain,CC(CC(C)[C@@]1(C(C)C)C[NH2+]1)[C@H]1CCC2C3CC=C4C[C@@H](O)CC[C@]4(C)C3CC[C@@]21C
LMST01030144_16-17_1_-1_ring,C=C(C(C)C)C(C)CC(C)[C@H]1CCC2C3C[C@@H]4[NH2+][C@]45C[C@@H](O)CC[C@]5(C)C3CC[C@@]21C
LMST01030145_1-2_0_-1_chain,CC(C)C(C)[C@@]1(C)[NH2+][C@@H]1C(C)[C@H]1CCC2C3CCC4C[C@@H](O)CC[C@]4(C)C3CC[C@@]21C
LMST01030145_1-2_1_-1_chain,CC(C)C(C)[C@]1(C)[NH2+][C@H]1C(C)[C@H]1CCC2C3CCC4C[C@@H](O)CC[C@]4(C)C3CC[C@@]21C
LMST01031002_0-1_0_-1_chain,CC(C)[C@]1(/C=C/[C@@H](C)[C@H]2CCC3C4=CC=C5C[C@@H](O)CC[C@]5(C)C4CC[C@@]32C)C[NH2+]1
