,mz,diagIonsInChian,diagIonsInRing,characteristicMass,RT,CCS,Standard
LMST03010030_9-10_0_0_chain,442.367934,"306.27912,288.26856,166.12263,148.11207",,"306.27912,288.26856,166.12263,148.11207",542.2276611,221.5743538,
LMST03010031_0-1_0_0_chain,442.367934,"428.35228,410.34172,392.33116",,"428.35228,410.34172,392.33116",502.7068481,224.9421869,
LMST03010031_22-23_0_0_chain,442.367934,"342.27912,324.26856,130.12263,112.11207",,"342.27912,324.26856,130.12263,112.11207",476.8723755,222.0027168,
LMST03010031_7-8_0_0_chain,442.367934,"140.10698,122.09642,332.29477,314.28421",,"140.10698,122.09642,332.29477,314.28421",464.8132324,220.5501798,
LMST03010031_9-10_0_0_chain,442.367934,"306.27912,288.26856,166.12263,148.11207",,"306.27912,288.26856,166.12263,148.11207",520.6455078,221.5743538,
LMST03010032_0-1_0_0_chain,458.362848,"444.3472,426.33664,408.32608",,"444.3472,426.33664,408.32608",562.1152344,230.1362923,
LMST03010032_17-18_0_0_chain,458.362848,"358.27404,340.26348,322.25292,130.12263,112.11207",,"358.27404,340.26348,322.25292,130.12263,112.11207",436.8330688,220.4455854,
LMST03010032_2-3_0_0_chain,458.362848,"156.1019,138.09134,120.08078,332.29477,314.28421",,"156.1019,138.09134,120.08078,332.29477,314.28421",472.4063721,220.3275587,
LMST03010032_4-5_0_0_chain,458.362848,"306.27912,288.26856,182.11755,164.10699,146.09643",,"306.27912,288.26856,182.11755,164.10699,146.09643",575.0145264,226.5241395,
LMST03010033_0-1_0_0_chain,458.362848,"444.3472,426.33664,408.32608",,"444.3472,426.33664,408.32608",525.2054443,230.1362923,
LMST03010033_17-18_0_0_chain,458.362848,"358.27404,340.26348,322.25292,130.12263,112.11207",,"358.27404,340.26348,322.25292,130.12263,112.11207",399.631073,220.4455854,
LMST03010033_2-3_0_0_chain,458.362848,"156.1019,138.09134,120.08078,332.29477,314.28421",,"156.1019,138.09134,120.08078,332.29477,314.28421",416.1888428,220.3275587,
LMST03010033_4-5_0_0_chain,458.362848,"306.27912,288.26856,182.11755,164.10699,146.09643",,"306.27912,288.26856,182.11755,164.10699,146.09643",544.6306152,226.5241395,
LMST03010034_13-14_0_0_chain,490.334918,"290.28421,230.08453,212.07397",,"290.28421,230.08453,212.07397",547.0893555,235.0265553,
LMST03010034_16-17_0_0_ring,490.334918,,"459.29271800000004,441.28215800000004","459.29271800000004,441.28215800000004",530.2542725,235.0265553,
LMST03010034_5-6_0_0_chain,490.334918,"114.12772,406.24102,388.23046",,"114.12772,406.24102,388.23046",300.2606812,235.0265553,
LMST03010035_13-14_0_0_chain,490.334918,"290.28421,230.08453,212.07397",,"290.28421,230.08453,212.07397",549.8516846,235.0265553,
LMST03010035_16-17_0_0_ring,490.334918,,"459.29271800000004,441.28215800000004","459.29271800000004,441.28215800000004",526.9575806,235.0265553,
LMST03010035_5-6_0_0_chain,490.334918,"114.12772,406.24102,388.23046",,"114.12772,406.24102,388.23046",283.3840637,235.0265553,
LMST03010036_13-14_0_0_chain,458.362848,"290.28421,198.11246,180.1019",,"290.28421,198.11246,180.1019",550.1714478,227.7406509,
LMST03010036_19-20_0_0_ring,458.362848,,"427.320648,409.310088","427.320648,409.310088",544.9414673,234.8363781,
LMST03010036_5-6_0_0_chain,458.362848,"114.12772,374.26895,356.25839",,"114.12772,374.26895,356.25839",504.4656372,232.0079486,
LMST03010037_13-14_0_0_chain,458.362848,"290.28421,198.11246,180.1019",,"290.28421,198.11246,180.1019",545.0452881,227.7406509,
LMST03010037_19-20_0_0_ring,458.362848,,"427.320648,409.310088","427.320648,409.310088",550.4139404,234.8363781,
LMST03010037_5-6_0_0_chain,458.362848,"114.12772,374.26895,356.25839",,"114.12772,374.26895,356.25839",483.5647583,232.0079486,
LMST03010038_0-1_0_0_chain,458.362848,"444.3472,426.33664",,"444.3472,426.33664",541.2825317,232.1867512,
LMST03010038_22-23_0_0_chain,458.362848,"374.26895,356.25839,114.12772",,"374.26895,356.25839,114.12772",531.7732544,223.5825795,
LMST03010038_6-7_0_0_ring,458.362848,,"427.320648,409.310088","427.320648,409.310088",535.2093506,230.8484489,
LMST03010038_9-10_0_0_chain,458.362848,"290.28421,198.11246,180.1019",,"290.28421,198.11246,180.1019",544.5198364,234.7667029,
LMST03010039_0-1_0_0_chain,458.362848,"444.3472,426.33664",,"444.3472,426.33664",543.1915283,232.1867512,
LMST03010039_22-23_0_0_chain,458.362848,"374.26895,356.25839,114.12772",,"374.26895,356.25839,114.12772",543.8100586,223.5825795,
LMST03010039_6-7_0_0_ring,458.362848,,"427.320648,409.310088","427.320648,409.310088",535.2443848,230.8484489,
LMST03010039_9-10_0_0_chain,458.362848,"290.28421,198.11246,180.1019",,"290.28421,198.11246,180.1019",544.7134399,234.7667029,
LMST03010040_0-1_0_0_chain,458.362848,"444.3472,426.33664,408.32608",,"444.3472,426.33664,408.32608",528.8994141,230.1362923,
LMST03010040_17-18_0_0_chain,458.362848,"358.27404,340.26348,322.25292,130.12263,112.11207",,"358.27404,340.26348,322.25292,130.12263,112.11207",447.4392395,220.4455854,
LMST03010040_2-3_0_0_chain,458.362848,"156.1019,138.09134,120.08078,332.29477,314.28421",,"156.1019,138.09134,120.08078,332.29477,314.28421",433.2044678,220.3275587,
LMST03010040_4-5_0_0_chain,458.362848,"306.27912,288.26856,182.11755,164.10699,146.09643",,"306.27912,288.26856,182.11755,164.10699,146.09643",549.2626953,226.5241395,
LMST03010041_0-1_0_0_chain,458.362848,"444.3472,426.33664,408.32608",,"444.3472,426.33664,408.32608",487.7969971,230.1362923,
LMST03010041_17-18_0_0_chain,458.362848,"358.27404,340.26348,322.25292,130.12263,112.11207",,"358.27404,340.26348,322.25292,130.12263,112.11207",408.7705078,220.4455854,
LMST03010041_2-3_0_0_chain,458.362848,"156.1019,138.09134,120.08078,332.29477,314.28421",,"156.1019,138.09134,120.08078,332.29477,314.28421",379.2265625,220.3275587,
LMST03010041_4-5_0_0_chain,458.362848,"306.27912,288.26856,182.11755,164.10699,146.09643",,"306.27912,288.26856,182.11755,164.10699,146.09643",516.0907593,226.5241395,
LMST03010042_0-1_0_0_chain,458.362848,"444.3472,426.33664,408.32608",,"444.3472,426.33664,408.32608",528.1797485,230.1362923,
LMST03010042_17-18_0_0_chain,458.362848,"358.27404,340.26348,322.25292,130.12263,112.11207",,"358.27404,340.26348,322.25292,130.12263,112.11207",445.5303955,220.4455854,
LMST03010042_2-3_0_0_chain,458.362848,"156.1019,138.09134,120.08078,332.29477,314.28421",,"156.1019,138.09134,120.08078,332.29477,314.28421",433.2044678,220.3275587,
LMST03010042_4-5_0_0_chain,458.362848,"306.27912,288.26856,182.11755,164.10699,146.09643",,"306.27912,288.26856,182.11755,164.10699,146.09643",550.0142212,226.5241395,
LMST03010043_0-1_0_0_chain,458.362848,"444.3472,426.33664,408.32608",,"444.3472,426.33664,408.32608",486.785553,230.1362923,
LMST03010043_17-18_0_0_chain,458.362848,"358.27404,340.26348,322.25292,130.12263,112.11207",,"358.27404,340.26348,322.25292,130.12263,112.11207",406.835144,220.4455854,
LMST03010043_2-3_0_0_chain,458.362848,"156.1019,138.09134,120.08078,332.29477,314.28421",,"156.1019,138.09134,120.08078,332.29477,314.28421",379.2265625,220.3275587,
LMST03010043_4-5_0_0_chain,458.362848,"306.27912,288.26856,182.11755,164.10699,146.09643",,"306.27912,288.26856,182.11755,164.10699,146.09643",517.2484741,226.5241395,
LMST03010044_0-1_0_0_chain,458.362848,"444.3472,426.33664,408.32608",,"444.3472,426.33664,408.32608",533.2014771,230.1362923,
LMST03010044_17-18_0_0_chain,458.362848,"358.27404,340.26348,322.25292,130.12263,112.11207",,"358.27404,340.26348,322.25292,130.12263,112.11207",464.7907104,220.4455854,
LMST03010044_2-3_0_0_chain,458.362848,"156.1019,138.09134,120.08078,332.29477,314.28421",,"156.1019,138.09134,120.08078,332.29477,314.28421",448.8666992,220.3275587,
LMST03010044_4-5_0_0_chain,458.362848,"306.27912,288.26856,182.11755,164.10699,146.09643",,"306.27912,288.26856,182.11755,164.10699,146.09643",548.8815308,226.5241395,
LMST03010045_0-1_0_0_chain,458.362848,"444.3472,426.33664,408.32608",,"444.3472,426.33664,408.32608",494.5475464,230.1362923,
LMST03010045_17-18_0_0_chain,458.362848,"358.27404,340.26348,322.25292,130.12263,112.11207",,"358.27404,340.26348,322.25292,130.12263,112.11207",425.8743286,220.4455854,
LMST03010045_2-3_0_0_chain,458.362848,"156.1019,138.09134,120.08078,332.29477,314.28421",,"156.1019,138.09134,120.08078,332.29477,314.28421",394.7505493,220.3275587,
LMST03010045_4-5_0_0_chain,458.362848,"306.27912,288.26856,182.11755,164.10699,146.09643",,"306.27912,288.26856,182.11755,164.10699,146.09643",518.1946411,226.5241395,
LMST03010046_0-1_0_0_chain,458.362848,"444.3472,426.33664,408.32608",,"444.3472,426.33664,408.32608",532.5787354,230.1362923,
LMST03010046_17-18_0_0_chain,458.362848,"358.27404,340.26348,322.25292,130.12263,112.11207",,"358.27404,340.26348,322.25292,130.12263,112.11207",463.0412598,220.4455854,
LMST03010046_2-3_0_0_chain,458.362848,"156.1019,138.09134,120.08078,332.29477,314.28421",,"156.1019,138.09134,120.08078,332.29477,314.28421",448.8666992,220.3275587,
LMST03010046_4-5_0_0_chain,458.362848,"306.27912,288.26856,182.11755,164.10699,146.09643",,"306.27912,288.26856,182.11755,164.10699,146.09643",549.6090698,226.5241395,
LMST03010047_0-1_0_0_chain,458.362848,"444.3472,426.33664,408.32608",,"444.3472,426.33664,408.32608",493.708374,230.1362923,
LMST03010047_17-18_0_0_chain,458.362848,"358.27404,340.26348,322.25292,130.12263,112.11207",,"358.27404,340.26348,322.25292,130.12263,112.11207",424.1091919,220.4455854,
LMST03010047_2-3_0_0_chain,458.362848,"156.1019,138.09134,120.08078,332.29477,314.28421",,"156.1019,138.09134,120.08078,332.29477,314.28421",394.7505493,220.3275587,
LMST03010047_4-5_0_0_chain,458.362848,"306.27912,288.26856,182.11755,164.10699,146.09643",,"306.27912,288.26856,182.11755,164.10699,146.09643",519.2653198,226.5241395,
LMST03010048_0-1_0_0_chain,458.362848,"444.3472,426.33664,408.32608",,"444.3472,426.33664,408.32608",487.9989014,231.9372839,
LMST03010048_22-23_0_0_chain,458.362848,"342.27912,324.26856,146.11755,128.10699,110.09643",,"342.27912,324.26856,146.11755,128.10699,110.09643",443.603363,223.35482,
LMST03010048_7-8_0_0_chain,458.362848,"140.10698,122.09642,348.28969,330.27913,312.26857",,"140.10698,122.09642,348.28969,330.27913,312.26857",415.7762451,221.5353113,
LMST03010048_9-10_0_0_chain,458.362848,"322.27404,304.26348,286.25292,166.12263,148.11207",,"322.27404,304.26348,286.25292,166.12263,148.11207",520.8939819,230.2847185,
LMST03010049_0-1_0_0_chain,458.362848,"444.3472,426.33664,408.32608",,"444.3472,426.33664,408.32608",488.6275024,231.9372839,
LMST03010049_22-23_0_0_chain,458.362848,"342.27912,324.26856,146.11755,128.10699,110.09643",,"342.27912,324.26856,146.11755,128.10699,110.09643",447.1173096,223.35482,
LMST03010049_7-8_0_0_chain,458.362848,"140.10698,122.09642,348.28969,330.27913,312.26857",,"140.10698,122.09642,348.28969,330.27913,312.26857",423.4023438,221.5353113,
LMST03010049_9-10_0_0_chain,458.362848,"322.27404,304.26348,286.25292,166.12263,148.11207",,"322.27404,304.26348,286.25292,166.12263,148.11207",519.0039063,230.2847185,
LMST03010050_0-1_0_0_chain,458.362848,"444.3472,426.33664,408.32608",,"444.3472,426.33664,408.32608",528.0521851,229.9984194,
LMST03010050_22-23_0_0_chain,458.362848,"342.27912,324.26856,146.11755,128.10699,110.09643",,"342.27912,324.26856,146.11755,128.10699,110.09643",504.817688,221.7120528,
LMST03010050_7-8_0_0_chain,458.362848,"140.10698,122.09642,348.28969,330.27913,312.26857",,"140.10698,122.09642,348.28969,330.27913,312.26857",487.0339966,220.2508289,
LMST03010050_9-10_0_0_chain,458.362848,"322.27404,304.26348,286.25292,166.12263,148.11207",,"322.27404,304.26348,286.25292,166.12263,148.11207",544.5735474,229.1753434,
LMST03010051_0-1_0_0_chain,474.357762,"460.34211,442.33155,424.32099",,"460.34211,442.33155,424.32099",447.4003296,231.9793046,
LMST03010051_17-18_0_0_chain,474.357762,"358.27404,340.26348,322.25292,146.11755,128.10699,110.09643",,"358.27404,340.26348,322.25292,146.11755,128.10699,110.09643",372.4391479,227.5842159,
LMST03010051_2-3_0_0_chain,474.357762,"156.1019,138.09134,120.08078,348.28969,330.27913,312.26857",,"156.1019,138.09134,120.08078,348.28969,330.27913,312.26857",312.2746887,226.9393901,
LMST03010051_4-5_0_0_chain,474.357762,"322.27404,304.26348,286.25292,182.11755,164.10699,146.09643",,"322.27404,304.26348,286.25292,182.11755,164.10699,146.09643",479.6314697,229.6394268,
LMST03010052_0-1_0_0_chain,474.357762,"460.34211,442.33155,424.32099",,"460.34211,442.33155,424.32099",547.4370728,232.1867131,
LMST03010052_17-18_0_0_chain,474.357762,"358.27404,340.26348,322.25292,146.11755,128.10699,110.09643",,"358.27404,340.26348,322.25292,146.11755,128.10699,110.09643",462.8589478,227.3940754,
LMST03010052_2-3_0_0_chain,474.357762,"156.1019,138.09134,120.08078,348.28969,330.27913,312.26857",,"156.1019,138.09134,120.08078,348.28969,330.27913,312.26857",453.7276001,227.5401806,
LMST03010052_4-5_0_0_chain,474.357762,"322.27404,304.26348,286.25292,182.11755,164.10699,146.09643",,"322.27404,304.26348,286.25292,182.11755,164.10699,146.09643",565.6982422,228.4812306,
LMST03010053_0-1_0_0_chain,474.357762,"460.34211,442.33155,424.32099",,"460.34211,442.33155,424.32099",486.6489258,229.1956602,
LMST03010053_17-18_0_0_chain,474.357762,"358.27404,340.26348,322.25292,146.11755,128.10699,110.09643",,"358.27404,340.26348,322.25292,146.11755,128.10699,110.09643",436.0230103,225.0035797,
LMST03010053_2-3_0_0_chain,474.357762,"156.1019,138.09134,120.08078,348.28969,330.27913,312.26857",,"156.1019,138.09134,120.08078,348.28969,330.27913,312.26857",371.9133301,225.1768425,
LMST03010053_4-5_0_0_chain,474.357762,"322.27404,304.26348,286.25292,182.11755,164.10699,146.09643",,"322.27404,304.26348,286.25292,182.11755,164.10699,146.09643",514.8535156,225.5113587,
LMST03010054_0-1_0_0_chain,490.352676,"476.33703,458.32647,440.31591",,"476.33703,458.32647,440.31591",470.1159058,233.0316209,
LMST03010054_17-18_0_0_chain,490.352676,"358.27404,340.26348,322.25292,162.11246,144.1019,126.09134",,"358.27404,340.26348,322.25292,162.11246,144.1019,126.09134",393.4608459,228.6316496,
LMST03010054_2-3_0_0_chain,490.352676,"156.1019,138.09134,120.08078,364.2846,346.27404,328.26348",,"156.1019,138.09134,120.08078,364.2846,346.27404,328.26348",338.7138062,228.4438322,
LMST03010054_4-5_0_0_chain,490.352676,"338.26895,320.25839,302.24783,182.11755,164.10699,146.09643",,"338.26895,320.25839,302.24783,182.11755,164.10699,146.09643",499.0719299,230.5091379,
LMST03010055_0-1_0_0_chain,490.352676,"476.33703,458.32647,440.31591",,"476.33703,458.32647,440.31591",467.1332397,232.4831736,
LMST03010055_17-18_0_0_chain,490.352676,"358.27404,340.26348,322.25292,162.11246,144.1019,126.09134",,"358.27404,340.26348,322.25292,162.11246,144.1019,126.09134",377.7841797,228.0430738,
LMST03010055_2-3_0_0_chain,490.352676,"156.1019,138.09134,120.08078,364.2846,346.27404,328.26348",,"156.1019,138.09134,120.08078,364.2846,346.27404,328.26348",340.5267029,227.7416003,
LMST03010055_4-5_0_0_chain,490.352676,"338.26895,320.25839,302.24783,182.11755,164.10699,146.09643",,"338.26895,320.25839,302.24783,182.11755,164.10699,146.09643",497.2504578,229.5734129,
LMST03010056_13-14_0_0_chain,428.388669,"290.28421,168.13828,150.12772",,"290.28421,168.13828,150.12772",531.2879028,222.7084264,
LMST03010056_15-16_0_0_chain,428.388669,"142.12263,124.11207,316.29986",,"142.12263,124.11207,316.29986",535.1430664,224.0392968,
LMST03010056_5-6_0_0_chain,428.388669,"114.12772,344.29477,326.28421",,"114.12772,344.29477,326.28421",538.1156006,225.5732443,
LMST03010057_13-14_0_0_chain,428.388669,"290.28421,168.13828,150.12772",,"290.28421,168.13828,150.12772",524.9609985,222.7084264,
LMST03010057_15-16_0_0_chain,428.388669,"142.12263,124.11207,316.29986",,"142.12263,124.11207,316.29986",529.9277954,224.0392968,
LMST03010057_5-6_0_0_chain,428.388669,"114.12772,344.29477,326.28421",,"114.12772,344.29477,326.28421",539.3360596,225.5732443,
LMST03010058_0-1_0_0_chain,456.383583,"442.36793,424.35737,406.34681",,"442.36793,424.35737,406.34681",535.4819336,232.8700962,
LMST03010058_17-18_0_0_chain,456.383583,"358.27404,340.26348,322.25292,128.14337",,"358.27404,340.26348,322.25292,128.14337",542.3446655,222.6604317,
LMST03010058_2-3_0_0_chain,456.383583,"156.1019,138.09134,120.08078,330.31551",,"156.1019,138.09134,120.08078,330.31551",519.7477417,222.7149053,
LMST03010058_4-5_0_0_chain,456.383583,"304.29986,182.11755,164.10699,146.09643",,"304.29986,182.11755,164.10699,146.09643",551.6754761,230.6745247,
LMST03010059_0-1_0_0_chain,472.378497,"458.36285,440.35229,422.34173",,"458.36285,440.35229,422.34173",515.4620361,232.714227,
LMST03010059_17-18_0_0_chain,472.378497,"358.27404,340.26348,322.25292,144.13828,126.12772",,"358.27404,340.26348,322.25292,144.13828,126.12772",432.7172852,227.9610795,
LMST03010059_2-3_0_0_chain,472.378497,"156.1019,138.09134,120.08078,346.31042,328.29986",,"156.1019,138.09134,120.08078,346.31042,328.29986",416.8256226,227.935936,
LMST03010059_4-5_0_0_chain,472.378497,"320.29477,302.28421,182.11755,164.10699,146.09643",,"320.29477,302.28421,182.11755,164.10699,146.09643",537.7399902,229.5945001,
LMST03010062_0-1_0_0_chain,458.362848,"444.3472,426.33664,408.32608",,"444.3472,426.33664,408.32608",517.9022217,230.2815044,
LMST03010062_17-18_0_0_chain,458.362848,"358.27404,340.26348,322.25292,130.12263,112.11207",,"358.27404,340.26348,322.25292,130.12263,112.11207",461.0255127,220.3513837,
LMST03010062_2-3_0_0_chain,458.362848,"156.1019,138.09134,120.08078,332.29477,314.28421",,"156.1019,138.09134,120.08078,332.29477,314.28421",420.1014709,220.6768019,
LMST03010062_4-5_0_0_chain,458.362848,"306.27912,288.26856,182.11755,164.10699,146.09643",,"306.27912,288.26856,182.11755,164.10699,146.09643",540.5502319,228.9071165,
LMST03010065_0-1_0_0_chain,470.399232,"456.38358,438.37302,420.36246",,"456.38358,438.37302,420.36246",559.9360352,238.3011657,
LMST03010065_17-18_0_0_chain,470.399232,"358.27404,340.26348,322.25292,142.15902",,"358.27404,340.26348,322.25292,142.15902",567.6144409,233.196879,
LMST03010065_2-3_0_0_chain,470.399232,"156.1019,138.09134,120.08078,344.33116",,"156.1019,138.09134,120.08078,344.33116",574.9143677,233.9700818,
